timestamp,func_name,syn_correct,exec_correct,assert_correct,avg_line_cov,avg_branch_cov,reward
2025-04-07T23:04:23.340579,__init__,1,0,0,0,0,0
2025-04-07T23:04:23.778048,minimumScore,1,0,0,0,0,0
2025-04-07T23:04:23.797374,__init__,1,0,0,0,0,0
2025-04-07T23:04:23.803746,decode,0,0,0,0,0,-1
2025-04-07T23:04:24.228171,findNthDigit,1,0,0,0,0,0
2025-04-07T23:04:25.060928,max_consecutive_robots,1,0,0,0,0,0
2025-04-07T23:09:46.093845,minOperations,0,0,0,0,0,-1
2025-04-07T23:09:47.894975,numSquares,1,1,0,1.0,1.0,0.8
2025-04-07T23:09:47.921165,__init__,1,0,0,0,0,0
2025-04-07T23:09:47.935840,lengthOfLIS,1,0,0,0,0,0
2025-04-07T23:09:47.955757,__init__,1,0,0,0,0,0
2025-04-07T23:09:47.960689,myAtoi,0,0,0,0,0,-1
2025-04-07T23:09:47.980670,distributeCoins,1,0,0,0,0,0
2025-04-07T23:09:47.992418,__init__,1,0,0,0,0,0
2025-04-07T23:10:41.637003,maxMinProduct,1,0,0,0,0,0
2025-04-07T23:10:43.259335,max_points,1,1,0,1.0,1.0,0.8
2025-04-07T23:10:43.315952,__init__,1,0,0,0,0,0
2025-04-07T23:15:23.683845,searchRange,1,1,1,1.0,1.0,1.0
2025-04-07T23:15:23.693813,min_race_time,0,0,0,0,0,-1
2025-04-07T23:15:24.144860,numFactoredBinaryTrees,0,0,0,0,0,-1
2025-04-07T23:15:24.161003,maxSumRangeQuery,1,0,0,0,0,0
2025-04-07T23:15:26.542309,number_ways,1,1,0,1.0,1.0,0.8
2025-04-07T23:16:26.472929,minSwaps,0,0,0,0,0,-1
2025-04-07T23:16:26.490028,suggestedProducts,1,0,0,0,0,0
2025-04-07T23:16:27.334002,__init__,1,0,0,0,0,0
2025-04-07T23:16:27.356981,__init__,1,0,0,0,0,0
2025-04-07T23:16:29.164964,findRightInterval,1,1,0,1.0,1.0,0.8
2025-04-07T23:17:22.675864,arraysIntersection,1,0,0,0,0,0
2025-04-07T23:17:23.091703,maxPoints,1,0,0,0,0,0
2025-04-07T23:17:25.303672,numSquares,1,1,0,1.0,1.0,0.8
2025-04-07T23:17:25.318102,__init__,1,0,0,0,0,0
2025-04-07T23:17:25.331335,countNumbersWithUniqueDigits,1,0,0,0,0,0
2025-04-07T23:17:26.691851,visible_people,1,1,0,0.9411764705882353,0.875,0.7264705882352942
2025-04-07T23:17:26.715746,__init__,1,0,0,0,0,0
2025-04-07T23:17:28.590558,restore_ip_addresses,1,1,0,0.9473684210526315,0.9,0.7389473684210527
2025-04-07T23:17:29.014845,__init__,1,0,0,0,0,0
2025-04-07T23:17:29.021767,longest_obstacle_course,0,0,0,0,0,-1
2025-04-07T23:18:32.194371,numberOfSubarrays,0,0,0,0,0,-1
2025-04-07T23:18:34.050841,dfs,1,1,0,0.3076923076923077,0.1,0.1630769230769231
2025-04-07T23:18:34.066128,max_points,1,0,0,0,0,0
2025-04-07T23:18:34.080247,generateAbbreviations,1,0,0,0,0,0
2025-04-07T23:18:34.093223,__init__,1,0,0,0,0,0
2025-04-07T23:18:34.106851,match,1,0,0,0,0,0
2025-04-07T23:18:34.111822,min_steps_to_equal_elements,0,0,0,0,0,-1
2025-04-07T23:18:34.125389,__init__,1,0,0,0,0,0
2025-04-07T23:18:34.137392,__init__,1,0,0,0,0,0
2025-04-07T23:18:34.587832,sumPaths,1,0,0,0,0,0
2025-04-07T23:18:35.774013,kthSmallest,1,0,0,0,0,0
2025-04-07T23:18:37.137717,max_diff,1,1,0,0.9473684210526315,0.6428571428571429,0.6360902255639098
2025-04-07T23:18:37.150667,__init__,1,0,0,0,0,0
2025-04-07T23:18:37.162587,__init__,1,0,0,0,0,0
2025-04-07T23:18:38.580466,count_distinct_prime_factors,1,1,0,0.7777777777777778,0.8333333333333334,0.6444444444444445
2025-04-07T23:18:40.011927,min_deletion_size,1,1,1,0.7,0.5,0.6799999999999999
2025-04-07T23:18:40.028357,__init__,1,0,0,0,0,0
2025-04-07T23:18:40.042303,__init__,1,0,0,0,0,0
2025-04-07T23:18:40.047486,calculateMinimumHP,0,0,0,0,0,-1
2025-04-07T23:18:40.063065,countPairs,1,0,0,0,0,0
2025-04-07T23:19:35.146878,findStrobogrammatic,1,1,0,0.8888888888888888,0.75,0.6555555555555557
2025-04-07T23:19:35.159086,__init__,1,0,0,0,0,0
2025-04-07T23:19:35.174053,isAdditiveNumber,1,0,0,0,0,0
2025-04-07T23:19:35.187529,maxMinProduct,1,0,0,0,0,0
2025-04-07T23:19:35.665338,maxScore,1,0,0,0,0,0
2025-04-07T23:19:35.682793,maxFrequency,1,0,0,0,0,0
2025-04-07T23:19:35.702073,can_split,1,0,0,0,0,0
2025-04-07T23:19:36.118949,stoneGameIII,1,0,0,0,0,0
2025-04-07T23:19:36.133715,find_min_fibonacci_numbers,1,0,0,0,0,0
2025-04-07T23:19:36.157120,flatten,0,0,0,0,0,-1
2025-04-07T23:19:36.183556,__init__,1,0,0,0,0,0
2025-04-07T23:19:36.188758,__init__,0,0,0,0,0,-1
2025-04-07T23:19:37.035713,merge_trees,1,0,0,0,0,0
2025-04-07T23:19:38.627313,maxValue,1,1,1,1.0,0.75,0.9000000000000001
2025-04-07T23:19:38.646376,__init__,1,0,0,0,0,0
2025-04-07T23:19:40.635627,minDistance,1,1,0,1.0,1.0,0.8
2025-04-07T23:19:40.650085,root_sum_equal,1,0,0,0,0,0
2025-04-07T23:19:40.664140,kConcatenationMaxSum,1,0,0,0,0,0
2025-04-07T23:19:40.678538,subset_xor_sum,1,0,0,0,0,0
2025-04-07T23:19:40.690367,__init__,1,0,0,0,0,0
2025-04-07T23:19:41.114012,max_twin_sum,1,0,0,0,0,0
2025-04-07T23:19:41.516114,average,1,0,0,0,0,0
2025-04-07T23:19:41.547713,rob,1,0,0,0,0,0
2025-04-07T23:19:43.273065,int_to_roman,1,1,0,1.0,1.0,0.8
2025-04-07T23:20:38.925164,isReflected,1,0,0,0,0,0
2025-04-07T23:20:38.940823,minDistance,1,0,0,0,0,0
2025-04-07T23:20:40.225617,__init__,1,0,0,0,0,0
2025-04-07T23:20:40.642616,maxJumps,1,0,0,0,0,0
2025-04-07T23:20:40.659109,canWinNim,1,0,0,0,0,0
2025-04-07T23:20:42.447584,numMusicPlaylists,1,1,0,1.0,1.0,0.8
2025-04-07T23:20:42.458888,__init__,1,0,0,0,0,0
2025-04-07T23:20:42.901826,shortest_unrollable_sequence,1,0,0,0,0,0
2025-04-07T23:20:42.912239,__init__,1,0,0,0,0,0
2025-04-07T23:20:42.924909,__init__,1,0,0,0,0,0
2025-04-07T23:20:43.316823,findMiddleIndex,1,0,0,0,0,0
2025-04-07T23:20:43.330244,shortestAlternatingPaths,1,0,0,0,0,0
2025-04-07T23:20:44.692118,find_triplet_equal_sum,1,1,0,0.625,0.7,0.53
2025-04-07T23:20:44.708375,frogPosition,1,0,0,0,0,0
2025-04-07T23:20:44.722927,canBeIncreasing,1,0,0,0,0,0
2025-04-07T23:20:44.738570,max_alive_year,1,0,0,0,0,0
2025-04-07T23:20:44.743967,max_star_sum,0,0,0,0,0,-1
2025-04-07T23:20:44.757038,assignTasks,1,0,0,0,0,0
2025-04-07T23:20:44.776413,k_most_frequent,1,0,0,0,0,0
2025-04-07T23:20:44.790643,__init__,1,0,0,0,0,0
2025-04-07T23:20:44.803184,__init__,1,0,0,0,0,0
2025-04-07T23:20:44.816303,__init__,1,0,0,0,0,0
2025-04-07T23:20:44.829856,grayCode,1,0,0,0,0,0
2025-04-07T23:20:46.054736,validateIP,1,0,0,0,0,0
2025-04-07T23:20:46.470168,count_substrings_with_one_difference,1,0,0,0,0,0
2025-04-07T23:20:46.482548,__init__,1,0,0,0,0,0
2025-04-07T23:21:40.848248,maxRotateFunction,1,1,1,1.0,1.0,1.0
2025-04-07T23:21:40.863743,max_and_sum,1,0,0,0,0,0
2025-04-07T23:21:42.504008,colorTheGrid,1,1,0,1.0,1.0,0.8
2025-04-07T23:21:42.522539,__init__,1,0,0,0,0,0
2025-04-07T23:21:43.592378,__init__,1,0,0,0,0,0
2025-04-07T23:21:43.607014,maxSumSubmatrix,1,0,0,0,0,0
2025-04-07T23:21:43.621388,interval_intersection,1,0,0,0,0,0
2025-04-07T23:21:43.634916,find_chair,1,0,0,0,0,0
2025-04-07T23:21:43.649827,mirrorReflection,1,0,0,0,0,0
2025-04-07T23:21:43.664626,find_num_of_valid_words,1,0,0,0,0,0
2025-04-07T23:21:44.061230,largestTimeFromDigits,0,0,0,0,0,-1
2025-04-07T23:21:44.075913,__init__,1,0,0,0,0,0
2025-04-07T23:21:44.513064,minimum_mountain_removals,1,0,0,0,0,0
2025-04-07T23:21:44.525439,unique_permutations,1,0,0,0,0,0
2025-04-07T23:21:44.541842,add_to_array_form,1,0,0,0,0,0
2025-04-07T23:21:44.548584,find_pairs,0,0,0,0,0,-1
2025-04-07T23:21:44.561275,uniqueMorseRepresentations,1,0,0,0,0,0
2025-04-07T23:21:44.577289,findOriginalArray,1,0,0,0,0,0
2025-04-07T23:21:44.590386,countMatches,1,0,0,0,0,0
2025-04-07T23:21:44.603133,merge_alternately,1,0,0,0,0,0
2025-04-07T23:21:46.074984,shortest_distance,1,1,1,1.0,1.0,1.0
2025-04-07T23:21:46.089771,maxProbability,1,0,0,0,0,0
2025-04-07T23:21:46.106141,letter_combinations,1,0,0,0,0,0
2025-04-07T23:21:46.119335,fourSum,1,0,0,0,0,0
2025-04-07T23:21:46.132144,__init__,1,0,0,0,0,0
2025-04-07T23:21:46.145162,__init__,1,0,0,0,0,0
2025-04-07T23:21:46.157894,smallestMissingValueSubtree,1,0,0,0,0,0
2025-04-07T23:21:46.168654,__init__,1,0,0,0,0,0
2025-04-07T23:21:46.605648,__init__,1,0,0,0,0,0
2025-04-07T23:21:46.619262,largestOverlap,1,0,0,0,0,0
2025-04-07T23:21:47.806040,__init__,1,0,0,0,0,0
2025-04-07T23:21:47.818789,giftsRemaining,1,0,0,0,0,0
2025-04-07T23:21:47.831578,findMin,1,0,0,0,0,0
2025-04-07T23:21:48.628404,countComponents,1,0,0,0,0,0
2025-04-07T23:21:48.641597,restoreArray,1,0,0,0,0,0
2025-04-07T23:21:48.653673,__init__,1,0,0,0,0,0
2025-04-07T23:22:51.855233,count_combinations,1,0,0,0,0,0
2025-04-07T23:22:52.256642,maxArea,0,0,0,0,0,-1
2025-04-07T23:22:52.665612,sum_zero,1,0,0,0,0,0
2025-04-07T23:22:53.075527,__init__,1,0,0,0,0,0
2025-04-07T23:22:53.089140,__init__,1,0,0,0,0,0
2025-04-07T23:22:53.101224,__init__,1,0,0,0,0,0
2025-04-07T23:22:53.884359,find_special_integer,1,0,0,0,0,0
2025-04-07T23:22:53.897244,change,1,0,0,0,0,0
2025-04-07T23:22:54.295838,count_sequences,1,0,0,0,0,0
2025-04-07T23:22:56.127009,distribute_candies,1,1,0,1.0,1.0,0.8
2025-04-07T23:22:57.538874,minOperations,1,1,0,1.0,1.0,0.8
2025-04-07T23:22:57.553741,__init__,1,0,0,0,0,0
2025-04-07T23:22:57.565825,furthest_building,1,0,0,0,0,0
2025-04-07T23:22:57.577807,check_good_line,1,0,0,0,0,0
2025-04-07T23:22:57.590304,__init__,1,0,0,0,0,0
2025-04-07T23:22:57.602928,checkSubarraySum,1,0,0,0,0,0
2025-04-07T23:22:59.431481,find_relative_ranks,1,1,0,1.0,1.0,0.8
2025-04-07T23:22:59.445652,__init__,1,0,0,0,0,0
2025-04-07T23:22:59.457778,prefix_score_sum,1,0,0,0,0,0
2025-04-07T23:23:00.302132,stoneGameV,1,0,0,0,0,0
2025-04-07T23:23:00.735705,__init__,1,0,0,0,0,0
2025-04-07T23:23:00.748818,__init__,1,0,0,0,0,0
2025-04-07T23:23:00.763268,__init__,1,0,0,0,0,0
2025-04-07T23:23:00.776568,alice_wins,1,0,0,0,0,0
2025-04-07T23:23:00.787856,__init__,1,0,0,0,0,0
2025-04-07T23:23:02.191145,largest_matrix,1,1,0,1.0,1.0,0.8
2025-04-07T23:23:02.205519,gardenNoAdj,1,0,0,0,0,0
2025-04-07T23:23:02.217609,rearrange_array,1,0,0,0,0,0
2025-04-07T23:23:02.223808,numSubseq,0,0,0,0,0,-1
2025-04-07T23:23:04.029534,max_computer_runtime,1,1,0,1.0,1.0,0.8
2025-04-07T23:23:04.044424,tilingRectangle,1,0,0,0,0,0
2025-04-07T23:23:04.469828,maxNonOverlapping,1,0,0,0,0,0
2025-04-07T23:23:04.484190,distanceLimitedPathsExist,1,0,0,0,0,0
2025-04-07T23:23:04.884052,__init__,1,0,0,0,0,0
2025-04-07T23:23:04.897231,min_operations,1,0,0,0,0,0
2025-04-07T23:23:04.909718,stoneGameII,1,0,0,0,0,0
2025-04-07T23:23:05.686214,__init__,1,0,0,0,0,0
2025-04-07T23:23:05.699258,removeBoxes,1,0,0,0,0,0
2025-04-07T23:24:06.015781,sort_based_on_mapping,1,0,0,0,0,0
2025-04-07T23:24:06.441292,minElements,1,0,0,0,0,0
2025-04-07T23:24:06.446987,reverseWords,0,0,0,0,0,-1
2025-04-07T23:24:06.459716,smallest_max_number_grid,1,0,0,0,0,0
2025-04-07T23:24:06.870131,__init__,1,0,0,0,0,0
2025-04-07T23:24:06.882830,smallest_difference_room,1,0,0,0,0,0
2025-04-07T23:24:06.896077,three_consecutive_integers,1,0,0,0,0,0
2025-04-07T23:24:07.306042,is_palindrome,1,0,0,0,0,0
2025-04-07T23:24:07.712373,min_start_value,1,0,0,0,0,0
2025-04-07T23:24:07.722730,__init__,1,0,0,0,0,0
2025-04-07T23:24:08.502093,reconstructMatrix,1,0,0,0,0,0
2025-04-07T23:24:10.259966,longestArithSeqLength,1,1,1,1.0,1.0,1.0
2025-04-07T23:24:10.273964,findOrder,1,0,0,0,0,0
2025-04-07T23:24:10.287329,shortestPathBinaryMatrix,1,0,0,0,0,0
2025-04-07T23:24:10.291949,__init__,0,0,0,0,0,-1
2025-04-07T23:24:10.296332,min_operations,0,0,0,0,0,-1
2025-04-07T23:24:10.309243,minOperations,1,0,0,0,0,0
2025-04-07T23:24:10.319783,__init__,1,0,0,0,0,0
2025-04-07T23:24:10.768264,__init__,1,0,0,0,0,0
2025-04-07T23:24:10.782497,shortestDistance,1,0,0,0,0,0
2025-04-07T23:24:10.795239,__init__,1,0,0,0,0,0
2025-04-07T23:24:10.800244,__init__,0,0,0,0,0,-1
2025-04-07T23:24:10.813172,shortest_subarray,1,0,0,0,0,0
2025-04-07T23:24:12.219672,nthUglyNumber,1,1,0,1.0,1.0,0.8
2025-04-07T23:24:13.554846,minimum_time_for_trips,1,1,0,1.0,1.0,0.8
2025-04-07T23:24:13.570214,numsSameConsecDiff,1,0,0,0,0,0
2025-04-07T23:24:13.575005,smallest_number_with_at_least_one_digit_from_each_array,0,0,0,0,0,-1
2025-04-07T23:24:13.579777,__init__,0,0,0,0,0,-1
2025-04-07T23:24:13.592199,tictactoe,1,0,0,0,0,0
2025-04-07T23:24:14.805295,shortestDistance,0,0,0,0,0,-1
2025-04-07T23:24:14.824266,searchMatrix,1,0,0,0,0,0
2025-04-07T23:24:14.837475,twoSum,1,0,0,0,0,0
2025-04-07T23:24:14.849732,__init__,1,0,0,0,0,0
2025-04-07T23:24:14.862504,getMaximumGold,1,0,0,0,0,0
2025-04-07T23:24:14.867250,countTriplets,0,0,0,0,0,-1
2025-04-07T23:24:14.879062,findMinDifference,1,0,0,0,0,0
2025-04-07T23:24:15.290689,goodSubarrays,1,0,0,0,0,0
2025-04-07T23:24:15.303451,__init__,1,0,0,0,0,0
2025-04-07T23:24:15.310282,max_chosen_integers,0,0,0,0,0,-1
2025-04-07T23:24:15.323002,findFarmland,1,0,0,0,0,0
2025-04-07T23:24:17.432921,max_books,1,1,0,1.0,1.0,0.8
2025-04-07T23:24:17.447236,is_good_array,1,0,0,0,0,0
2025-04-07T23:24:17.883510,matrixScore,1,0,0,0,0,0
2025-04-07T23:25:13.894344,find_rounding_error,1,0,0,0,0,0
2025-04-07T23:25:13.908402,canReach,1,0,0,0,0,0
2025-04-07T23:25:13.923065,count_odds,1,0,0,0,0,0
2025-04-07T23:25:13.936804,maxSumAfterKOperations,1,0,0,0,0,0
2025-04-07T23:25:13.943028,find_min,0,0,0,0,0,-1
2025-04-07T23:25:14.407744,threeSumSmaller,1,0,0,0,0,0
2025-04-07T23:25:14.420713,maximumProduct,1,0,0,0,0,0
2025-04-07T23:25:14.433267,least_ops_express_target,1,0,0,0,0,0
2025-04-07T23:25:17.280789,min_time_to_repair,1,1,0,1.0,1.0,0.8
2025-04-07T23:25:17.300952,number_of_days,1,0,0,0,0,0
2025-04-07T23:25:17.315166,jobScheduling,1,0,0,0,0,0
2025-04-07T23:25:18.683489,merge_nums,1,1,0,0.9411764705882353,0.9,0.7364705882352942
2025-04-07T23:25:18.698142,__init__,1,0,0,0,0,0
2025-04-07T23:25:18.711643,isPrintable,1,0,0,0,0,0
2025-04-07T23:25:18.724377,ladderLength,1,0,0,0,0,0
2025-04-07T23:25:18.737374,largest_multiple_of_three,1,0,0,0,0,0
2025-04-07T23:25:18.749490,__init__,1,0,0,0,0,0
2025-04-07T23:25:20.198782,reach_position,1,1,0,0.9333333333333333,0.8333333333333334,0.7066666666666668
2025-04-07T23:25:20.642020,commonChars,1,0,0,0,0,0
2025-04-07T23:25:21.056336,minimum_possible_max,0,0,0,0,0,-1
2025-04-07T23:25:21.069477,rotateGrid,1,0,0,0,0,0
2025-04-07T23:25:22.417318,min_months,1,1,1,0.2222222222222222,0.0,0.2888888888888889
2025-04-07T23:25:22.432251,smooth_descent_periods,1,0,0,0,0,0
2025-04-07T23:25:23.788164,max_positive_negative_count,1,1,0,1.0,0,0.4
2025-04-07T23:25:24.996775,closest_factors,1,0,0,0,0,0
2025-04-07T23:25:25.010848,sort_transformed_array,1,0,0,0,0,0
2025-04-07T23:25:25.024216,makesquare,1,0,0,0,0,0
2025-04-07T23:25:25.431196,people_can_see,1,0,0,0,0,0
2025-04-07T23:25:25.443402,min_non_expressible_integer,1,0,0,0,0,0
2025-04-07T23:25:26.855761,count_pairs,1,1,0,0.875,0.8333333333333334,0.6833333333333333
2025-04-07T23:25:26.872131,num_zeros,1,0,0,0,0,0
2025-04-07T23:25:26.877379,minimumEffort,0,0,0,0,0,-1
2025-04-07T23:25:27.292405,uniquePaths,1,0,0,0,0,0
2025-04-07T23:25:27.306632,odd_even_jumps,1,0,0,0,0,0
2025-04-07T23:25:28.471539,num_dup_digits_at_most_n,1,0,0,0,0,0
2025-04-07T23:25:28.482084,__init__,1,0,0,0,0,0
2025-04-07T23:25:28.493662,find_min_step_helper,1,0,0,0,0,0
2025-04-07T23:25:28.506916,can_transform,1,0,0,0,0,0
2025-04-07T23:25:28.520375,minimal_length_encoding,1,0,0,0,0,0
2025-04-07T23:25:30.079057,coinChange,1,0,0,0,0,0
2025-04-07T23:25:30.092269,num_ways,1,0,0,0,0,0
2025-04-07T23:26:31.960538,__init__,1,0,0,0,0,0
2025-04-07T23:26:33.635150,findCheapestPrice,1,0,0,0,0,0
2025-04-07T23:26:33.649908,min_subsequence,1,0,0,0,0,0
2025-04-07T23:26:33.664300,shortestBridge,1,0,0,0,0,0
2025-04-07T23:26:33.678164,countSmaller,1,0,0,0,0,0
2025-04-07T23:26:33.683975,num_unique_emails,0,0,0,0,0,-1
2025-04-07T23:26:33.694277,__init__,1,0,0,0,0,0
2025-04-07T23:26:34.103409,powerfulIntegers,1,0,0,0,0,0
2025-04-07T23:26:36.723394,replaceElements,1,1,0,1.0,1.0,0.8
2025-04-07T23:26:36.730660,maxValueInStack,0,0,0,0,0,-1
2025-04-07T23:26:38.094872,decode,1,1,0,1.0,1.0,0.8
2025-04-07T23:26:38.111149,splitArray,1,0,0,0,0,0
2025-04-07T23:26:38.532839,__init__,1,0,0,0,0,0
2025-04-07T23:26:38.546264,__init__,1,0,0,0,0,0
2025-04-07T23:26:38.556420,helper,1,0,0,0,0,0
2025-04-07T23:26:38.568705,subarraysDivByK,1,0,0,0,0,0
2025-04-07T23:26:38.580957,sequential_digits,1,0,0,0,0,0
2025-04-07T23:26:38.594245,medianSlidingWindow,1,0,0,0,0,0
2025-04-07T23:26:38.607819,get_winner,1,0,0,0,0,0
2025-04-07T23:26:39.022407,maxAlternatingSum,1,0,0,0,0,0
2025-04-07T23:26:39.035479,newInteger,1,0,0,0,0,0
2025-04-07T23:26:39.048426,count_fair_pairs,1,0,0,0,0,0
2025-04-07T23:26:39.053542,validSquare,0,0,0,0,0,-1
2025-04-07T23:26:39.464242,exclusiveTime,1,0,0,0,0,0
2025-04-07T23:26:39.495276,leftBoundary,1,0,0,0,0,0
2025-04-07T23:26:39.507843,rearrange_array_around_pivot,1,0,0,0,0,0
2025-04-07T23:26:39.520696,__init__,1,0,0,0,0,0
2025-04-07T23:26:39.950337,getPermutation,1,0,0,0,0,0
2025-04-07T23:26:39.963558,count_convertible_words,1,0,0,0,0,0
2025-04-07T23:26:39.982560,canReorderDoubled,1,0,0,0,0,0
2025-04-07T23:26:39.987702,array_pair_sum,0,0,0,0,0,-1
2025-04-07T23:26:40.765026,max_words_in_sentence,0,0,0,0,0,-1
2025-04-07T23:26:40.779573,maxUniqueSplit,1,0,0,0,0,0
2025-04-07T23:26:40.795130,ways,1,0,0,0,0,0
2025-04-07T23:26:41.194286,__init__,1,0,0,0,0,0
2025-04-07T23:26:41.598874,maxFruits,1,0,0,0,0,0
2025-04-07T23:26:41.612432,count_arithmetic_triplets,1,0,0,0,0,0
2025-04-07T23:26:41.625260,min_cost,1,0,0,0,0,0
2025-04-07T23:26:41.637710,performOps,1,0,0,0,0,0
2025-04-07T23:26:43.018050,stoneGameVI,1,1,1,1.0,1.0,1.0
2025-04-07T23:26:43.032836,min_operations_max_profit,1,0,0,0,0,0
2025-04-07T23:26:44.364324,sum_of_digits,1,1,1,1.0,0,0.6000000000000001
